slot,avg_traffic_speed,avg_density_factor,avg_number_of_vehicles,points
07:00-10:00,9.113136676002643,1.0371212121212123,52.266666666666666,"[{'latitude': 41.09723, 'longitude': 16.86248}, {'latitude': 41.09731, 'longitude': 16.86251}, {'latitude': 41.09739, 'longitude': 16.86253}]"
13:00-15:00,9.189458945548832,1.0284090909090908,51.6,"[{'latitude': 41.09723, 'longitude': 16.86248}, {'latitude': 41.09731, 'longitude': 16.86251}, {'latitude': 41.09739, 'longitude': 16.86253}]"
18:00-21:00,8.821732730734222,1.0742424242424244,54.133333333333326,"[{'latitude': 41.09723, 'longitude': 16.86248}, {'latitude': 41.09731, 'longitude': 16.86251}, {'latitude': 41.09739, 'longitude': 16.86253}]"
