Flow ID,Start Edge ID,End Edge ID,Start From Lat,Start From Lon,Start To Lat,Start To Lon,End From Lat,End From Lon,End To Lat,End To Lon,Start Count,End Count
1_1,-25654957#1,-30690505#0,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.0973344462996,16.866292287099714,41.097319579520544,16.86669277659945,16.0,0.0
1_2,-25654957#1,-30690563#0,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.09685642664094,16.863488115976995,41.09670645262663,16.863482566280805,16.0,0.0
1_3,-25654957#1,-48563889,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.0981869982295,16.86245265616856,41.09789524873281,16.86194002501164,16.0,0.0
1_4,-25654957#1,1223049032#2,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.09900140311453,16.86453218909577,41.098487930276825,16.864507423292036,16.0,0.0
1_5,-25654957#1,135067339#2,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.10200204108037,16.86087883349133,41.102498290143565,16.860899276440428,16.0,0.0
1_6,-25654957#1,151503390#1,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.09720839325397,16.862527405085252,41.09738830286481,16.86255332618103,16.0,0.0
1_7,-25654957#1,25654957#1,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.10078723952925,16.86923766102467,41.10163426180409,16.86933420384833,16.0,0.0
1_8,-25654957#1,25748726#4,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.09886110613235,16.860758953538713,41.09884523887303,16.861517955266983,16.0,0.0
1_9,-25654957#1,25748820#3,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.09927860559117,16.865519653414392,41.09925612994945,16.864799452865125,16.0,0.0
1_10,-25654957#1,30671462#5,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.099072351157446,16.866752896365707,41.09910222740107,16.8672992193472,16.0,0.0
1_11,-25654957#1,30690502#2,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.09634224775083,16.86572147902634,41.09628283259864,16.865635972974,16.0,0.0
1_12,-25654957#1,30690502#4,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.0961397861059,16.865625375545516,41.09605786082924,16.865745101775993,16.0,0.0
1_13,-25654957#1,30690502#6,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.09605276753405,16.865853785979894,41.09634703494554,16.865887477320282,16.0,0.0
1_14,-25654957#1,30690562#1,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.09685642664094,16.863488115976995,41.09680143358644,16.863646948023916,16.0,0.0
1_15,-25654957#1,30700001#0,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.102498290143565,16.860899276440428,41.10270204612888,16.861667977530942,16.0,0.0
1_16,-25654957#1,30701540,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.10229020657099,16.868433397164882,41.102078649965726,16.86921998971464,16.0,0.0
1_17,-30690562#1,-25586000#4,41.09680143358644,16.863646948023916,41.09685642664094,16.863488115976995,41.09729008762724,16.867617476071022,41.09708228313231,16.867651000294053,17.0,0.0
1_18,-30690562#1,-30690505#0,41.09680143358644,16.863646948023916,41.09685642664094,16.863488115976995,41.0973344462996,16.866292287099714,41.097319579520544,16.86669277659945,17.0,0.0
1_19,-30690562#1,-30690563#0,41.09680143358644,16.863646948023916,41.09685642664094,16.863488115976995,41.09685642664094,16.863488115976995,41.09670645262663,16.863482566280805,17.0,0.0
1_20,-30690562#1,-48563889,41.09680143358644,16.863646948023916,41.09685642664094,16.863488115976995,41.0981869982295,16.86245265616856,41.09789524873281,16.86194002501164,17.0,0.0
1_21,-30690562#1,1223049032#2,41.09680143358644,16.863646948023916,41.09685642664094,16.863488115976995,41.09900140311453,16.86453218909577,41.098487930276825,16.864507423292036,17.0,0.0
1_22,-30690562#1,135067339#2,41.09680143358644,16.863646948023916,41.09685642664094,16.863488115976995,41.10200204108037,16.86087883349133,41.102498290143565,16.860899276440428,17.0,0.0
1_23,-30690562#1,151503390#1,41.09680143358644,16.863646948023916,41.09685642664094,16.863488115976995,41.09720839325397,16.862527405085252,41.09738830286481,16.86255332618103,17.0,0.0
1_24,-30690562#1,25654957#1,41.09680143358644,16.863646948023916,41.09685642664094,16.863488115976995,41.10078723952925,16.86923766102467,41.10163426180409,16.86933420384833,17.0,0.0
1_25,-30690562#1,25748726#4,41.09680143358644,16.863646948023916,41.09685642664094,16.863488115976995,41.09886110613235,16.860758953538713,41.09884523887303,16.861517955266983,17.0,0.0
1_26,-30690562#1,25748820#3,41.09680143358644,16.863646948023916,41.09685642664094,16.863488115976995,41.09927860559117,16.865519653414392,41.09925612994945,16.864799452865125,17.0,0.0
1_27,-30690562#1,30671462#5,41.09680143358644,16.863646948023916,41.09685642664094,16.863488115976995,41.099072351157446,16.866752896365707,41.09910222740107,16.8672992193472,17.0,0.0
1_28,-30690562#1,30690502#2,41.09680143358644,16.863646948023916,41.09685642664094,16.863488115976995,41.09634224775083,16.86572147902634,41.09628283259864,16.865635972974,17.0,0.0
1_29,-30690562#1,30690502#4,41.09680143358644,16.863646948023916,41.09685642664094,16.863488115976995,41.0961397861059,16.865625375545516,41.09605786082924,16.865745101775993,17.0,0.0
1_30,-30690562#1,30690502#6,41.09680143358644,16.863646948023916,41.09685642664094,16.863488115976995,41.09605276753405,16.865853785979894,41.09634703494554,16.865887477320282,17.0,0.0
1_31,-30690562#1,30690562#1,41.09680143358644,16.863646948023916,41.09685642664094,16.863488115976995,41.09685642664094,16.863488115976995,41.09680143358644,16.863646948023916,17.0,0.0
1_32,-30690562#1,30700001#0,41.09680143358644,16.863646948023916,41.09685642664094,16.863488115976995,41.102498290143565,16.860899276440428,41.10270204612888,16.861667977530942,17.0,0.0
1_33,-30690562#1,30701540,41.09680143358644,16.863646948023916,41.09685642664094,16.863488115976995,41.10229020657099,16.868433397164882,41.102078649965726,16.86921998971464,17.0,0.0
1_34,-30701540,-25586000#4,41.102078649965726,16.86921998971464,41.10229020657099,16.868433397164882,41.09729008762724,16.867617476071022,41.09708228313231,16.867651000294053,17.0,0.0
1_35,-30701540,-30690505#0,41.102078649965726,16.86921998971464,41.10229020657099,16.868433397164882,41.0973344462996,16.866292287099714,41.097319579520544,16.86669277659945,17.0,0.0
1_36,-30701540,-30690563#0,41.102078649965726,16.86921998971464,41.10229020657099,16.868433397164882,41.09685642664094,16.863488115976995,41.09670645262663,16.863482566280805,17.0,0.0
1_37,-30701540,-48563889,41.102078649965726,16.86921998971464,41.10229020657099,16.868433397164882,41.0981869982295,16.86245265616856,41.09789524873281,16.86194002501164,17.0,0.0
1_38,-30701540,1223049032#2,41.102078649965726,16.86921998971464,41.10229020657099,16.868433397164882,41.09900140311453,16.86453218909577,41.098487930276825,16.864507423292036,17.0,0.0
1_39,-30701540,135067339#2,41.102078649965726,16.86921998971464,41.10229020657099,16.868433397164882,41.10200204108037,16.86087883349133,41.102498290143565,16.860899276440428,17.0,0.0
1_40,-30701540,151503390#1,41.102078649965726,16.86921998971464,41.10229020657099,16.868433397164882,41.09720839325397,16.862527405085252,41.09738830286481,16.86255332618103,17.0,0.0
1_41,-30701540,25654957#1,41.102078649965726,16.86921998971464,41.10229020657099,16.868433397164882,41.10078723952925,16.86923766102467,41.10163426180409,16.86933420384833,17.0,0.0
1_42,-30701540,25748726#4,41.102078649965726,16.86921998971464,41.10229020657099,16.868433397164882,41.09886110613235,16.860758953538713,41.09884523887303,16.861517955266983,17.0,0.0
1_43,-30701540,25748820#3,41.102078649965726,16.86921998971464,41.10229020657099,16.868433397164882,41.09927860559117,16.865519653414392,41.09925612994945,16.864799452865125,17.0,0.0
1_44,-30701540,30671462#5,41.102078649965726,16.86921998971464,41.10229020657099,16.868433397164882,41.099072351157446,16.866752896365707,41.09910222740107,16.8672992193472,17.0,0.0
1_45,-30701540,30690502#2,41.102078649965726,16.86921998971464,41.10229020657099,16.868433397164882,41.09634224775083,16.86572147902634,41.09628283259864,16.865635972974,17.0,0.0
1_46,-30701540,30690502#4,41.102078649965726,16.86921998971464,41.10229020657099,16.868433397164882,41.0961397861059,16.865625375545516,41.09605786082924,16.865745101775993,17.0,0.0
1_47,-30701540,30690502#6,41.102078649965726,16.86921998971464,41.10229020657099,16.868433397164882,41.09605276753405,16.865853785979894,41.09634703494554,16.865887477320282,17.0,0.0
1_48,-30701540,30690562#1,41.102078649965726,16.86921998971464,41.10229020657099,16.868433397164882,41.09685642664094,16.863488115976995,41.09680143358644,16.863646948023916,17.0,0.0
1_49,-30701540,30700001#0,41.102078649965726,16.86921998971464,41.10229020657099,16.868433397164882,41.102498290143565,16.860899276440428,41.10270204612888,16.861667977530942,17.0,0.0
1_50,-30701540,30701540,41.102078649965726,16.86921998971464,41.10229020657099,16.868433397164882,41.10229020657099,16.868433397164882,41.102078649965726,16.86921998971464,17.0,0.0
1_51,135067339#2,-25586000#4,41.10200204108037,16.86087883349133,41.102498290143565,16.860899276440428,41.09729008762724,16.867617476071022,41.09708228313231,16.867651000294053,16.0,22.0
1_52,135067339#2,-30690505#0,41.10200204108037,16.86087883349133,41.102498290143565,16.860899276440428,41.0973344462996,16.866292287099714,41.097319579520544,16.86669277659945,16.0,22.0
1_53,135067339#2,-30690563#0,41.10200204108037,16.86087883349133,41.102498290143565,16.860899276440428,41.09685642664094,16.863488115976995,41.09670645262663,16.863482566280805,16.0,22.0
1_54,135067339#2,-48563889,41.10200204108037,16.86087883349133,41.102498290143565,16.860899276440428,41.0981869982295,16.86245265616856,41.09789524873281,16.86194002501164,16.0,22.0
1_55,135067339#2,1223049032#2,41.10200204108037,16.86087883349133,41.102498290143565,16.860899276440428,41.09900140311453,16.86453218909577,41.098487930276825,16.864507423292036,16.0,22.0
1_56,135067339#2,151503390#1,41.10200204108037,16.86087883349133,41.102498290143565,16.860899276440428,41.09720839325397,16.862527405085252,41.09738830286481,16.86255332618103,16.0,22.0
1_57,135067339#2,25654957#1,41.10200204108037,16.86087883349133,41.102498290143565,16.860899276440428,41.10078723952925,16.86923766102467,41.10163426180409,16.86933420384833,16.0,22.0
1_58,135067339#2,25748726#4,41.10200204108037,16.86087883349133,41.102498290143565,16.860899276440428,41.09886110613235,16.860758953538713,41.09884523887303,16.861517955266983,16.0,22.0
