Flow ID,Start Edge ID,End Edge ID,Flow Length,Start From Lat,Start From Lon,Start To Lat,Start To Lon,End From Lat,End From Lon,End To Lat,End To Lon,Random_const,Gamma,Gamma_agg,Gamma_norm,Start Count,End Count
5_1,-25654899,-1135075615#1,22,41.10450067190532,16.868197409823733,41.104613512551694,16.867304504076483,41.10593006633324,16.86024451803452,41.1061540374003,16.860263940525165,0.8248435885497917,0.037492890388626895,1.8613063037069157,0.02014332101812437,31.0,0.0
5_2,-25654899,-1296042207,15,41.10450067190532,16.868197409823733,41.104613512551694,16.867304504076483,41.10529931263373,16.864197719579735,41.105358063618205,16.8639291776279,0.6239601656416753,0.04159734437611169,1.8613063037069157,0.022348468005114367,31.0,0.0
5_3,-25654899,-25654678,19,41.10450067190532,16.868197409823733,41.104613512551694,16.867304504076483,41.1094627412817,16.866643418109717,41.109145712663846,16.866535828107896,0.879851203265998,0.04630795806663147,1.8613063037069157,0.02487927858752,31.0,0.0
5_4,-25654899,-96606441#0,20,41.10450067190532,16.868197409823733,41.104613512551694,16.867304504076483,41.10949006583287,16.860629422625397,41.11163796896053,16.862535602408425,0.5871374142205938,0.029356870711029694,1.8613063037069157,0.015772186798359584,31.0,0.0
5_5,-25654899,134805760#4,24,41.10450067190532,16.868197409823733,41.104613512551694,16.867304504076483,41.1084192109197,16.864915502792314,41.10833845965415,16.864946086143913,0.8250926985970637,0.03437886244154432,1.8613063037069157,0.018470287439029523,31.0,0.0
5_6,-25654899,138440000#1,12,41.10450067190532,16.868197409823733,41.104613512551694,16.867304504076483,41.104628432580256,16.864632211357712,41.10471595316798,16.864645286345713,0.8645640391347573,0.07204700326122977,1.8613063037069157,0.038707762992981516,31.0,0.0
5_7,-25654899,138440000#2,13,41.10450067190532,16.868197409823733,41.104613512551694,16.867304504076483,41.10471595316798,16.864645286345713,41.10482759798206,16.864586998125468,0.9026912881374949,0.06943779139519192,1.8613063037069157,0.037305945430315214,31.0,0.0
5_8,-25654899,138440000#5,16,41.10450067190532,16.868197409823733,41.104613512551694,16.867304504076483,41.10530898236287,16.864507375939425,41.10554708846225,16.864538287566845,0.5444789749537677,0.034029935934610483,1.8613063037069157,0.018282824200851623,31.0,0.0
5_9,-25654899,25634744#1,19,41.10450067190532,16.868197409823733,41.104613512551694,16.867304504076483,41.10912696164381,16.86880864147947,41.10856970665349,16.868667790168395,0.7665279910577916,0.04034357847672587,1.8613063037069157,0.021674873392078964,31.0,0.0
5_10,-25654899,25654663#3,22,41.10450067190532,16.868197409823733,41.104613512551694,16.867304504076483,41.10895239218255,16.86221911717674,41.10894268872457,16.86225659494897,0.7381794470763969,0.033553611230745316,1.8613063037069157,0.01802691537868918,31.0,0.0
5_11,-25654899,25654667#0,25,41.10450067190532,16.868197409823733,41.104613512551694,16.867304504076483,41.10833845965415,16.864946086143913,41.10833200545767,16.864777271379552,0.7726620908869233,0.030906483635476933,1.8613063037069157,0.016604727321840908,31.0,0.0
5_12,-25654899,25654667#2,17,41.10450067190532,16.868197409823733,41.104613512551694,16.867304504076483,41.10824709326599,16.86294433106446,41.10819079997804,16.86228690958613,0.9393491162149086,0.055255830365582854,1.8613063037069157,0.02968658638050985,31.0,0.0
5_13,-25654899,25654670#0,15,41.10450067190532,16.868197409823733,41.104613512551694,16.867304504076483,41.10782776217365,16.86523947757342,41.10785184362109,16.86547667119293,0.6521185496782935,0.0434745699785529,1.8613063037069157,0.023357020761155967,31.0,0.0
