5_572,25654915#0,-1135075614#0
5_573,25654915#0,-1135075615#1
5_574,25654915#0,-1296042207
5_575,25654915#0,-25654678
5_576,25654915#0,-96606441#0
5_577,25654915#0,134805760#4
5_578,25654915#0,138440000#1
5_579,25654915#0,138440000#2
5_580,25654915#0,138440000#5
5_581,25654915#0,25634744#1
5_582,25654915#0,25654663#3
5_583,25654915#0,25654667#0
5_584,25654915#0,25654667#2
5_585,25654915#0,25654670#0
5_586,25654915#0,25654670#2
5_587,25654915#0,25654899
5_588,25654915#0,25654998#1
5_589,25654915#0,25654998#2
5_590,25654915#0,25655001#4
5_591,25654915#0,25655018#2
5_592,25654915#0,25655054#5
5_593,25654915#0,295699555
5_594,25654915#0,30002092#1
5_595,25654915#0,30706585#8
5_596,25654915#0,30706669
5_597,25654915#0,30706677#5
5_598,25654915#0,318933773#10
5_599,25654915#0,50319918#2
5_600,25654915#0,50319918#3
5_601,25654915#0,50319918#7
5_602,25654915#0,565496546#1
5_603,25654915#0,96606441#0
5_604,25654998#2,-1135075614#0
5_605,25654998#2,-1135075615#1
5_606,25654998#2,-1296042207
5_607,25654998#2,-25654678
5_608,25654998#2,-96606441#0
5_609,25654998#2,134805760#4
5_610,25654998#2,138440000#1
5_611,25654998#2,138440000#2
5_612,25654998#2,138440000#5
5_613,25654998#2,25634744#1
5_614,25654998#2,25654663#3
5_615,25654998#2,25654667#0
5_616,25654998#2,25654667#2
5_617,25654998#2,25654670#0
5_618,25654998#2,25654670#2
5_619,25654998#2,25654899
5_620,25654998#2,25654998#1
5_621,25654998#2,25655001#4
5_622,25654998#2,25655018#2
5_623,25654998#2,25655054#5
5_624,25654998#2,295699555
5_625,25654998#2,30002092#1
5_626,25654998#2,30706585#8
5_627,25654998#2,30706669
5_628,25654998#2,30706677#5
5_629,25654998#2,318933773#10
5_630,25654998#2,50319918#2
5_631,25654998#2,50319918#3
5_632,25654998#2,50319918#7
5_633,25654998#2,565496546#1
5_634,25654998#2,96606441#0
5_635,25654998#3,-1135075614#0
5_636,25654998#3,-1135075615#1
5_637,25654998#3,-1296042207
5_638,25654998#3,-25654678
5_639,25654998#3,-96606441#0
5_640,25654998#3,134805760#4
5_641,25654998#3,138440000#1
5_642,25654998#3,138440000#2
5_643,25654998#3,138440000#5
5_644,25654998#3,25634744#1
5_645,25654998#3,25654663#3
5_646,25654998#3,25654667#0
5_647,25654998#3,25654667#2
5_648,25654998#3,25654670#0
5_649,25654998#3,25654670#2
5_650,25654998#3,25654899
5_651,25654998#3,25654998#1
5_652,25654998#3,25654998#2
5_653,25654998#3,25655001#4
5_654,25654998#3,25655018#2
5_655,25654998#3,25655054#5
5_656,25654998#3,295699555
5_657,25654998#3,30002092#1
5_658,25654998#3,30706585#8
5_659,25654998#3,30706669
5_660,25654998#3,30706677#5
5_661,25654998#3,318933773#10
5_662,25654998#3,50319918#2
5_663,25654998#3,50319918#3
5_664,25654998#3,50319918#7
5_665,25654998#3,565496546#1
5_666,25654998#3,96606441#0
5_667,25655001#6,-1135075614#0
5_668,25655001#6,-1135075615#1
5_669,25655001#6,-1296042207
5_670,25655001#6,-25654678
5_671,25655001#6,-96606441#0
5_672,25655001#6,134805760#4
5_673,25655001#6,138440000#1
5_674,25655001#6,138440000#2
5_675,25655001#6,138440000#5
5_676,25655001#6,25634744#1
5_677,25655001#6,25654663#3
5_678,25655001#6,25654667#0
5_679,25655001#6,25654667#2
5_680,25655001#6,25654670#0
5_681,25655001#6,25654670#2
5_682,25655001#6,25654899
5_683,25655001#6,25654998#1
5_684,25655001#6,25654998#2
5_685,25655001#6,25655001#4
5_686,25655001#6,25655018#2
5_687,25655001#6,25655054#5
5_688,25655001#6,295699555
5_689,25655001#6,30002092#1
5_690,25655001#6,30706585#8
5_691,25655001#6,30706669
5_692,25655001#6,30706677#5
5_693,25655001#6,318933773#10
5_694,25655001#6,50319918#2
5_695,25655001#6,50319918#3
5_696,25655001#6,50319918#7
5_697,25655001#6,565496546#1
5_698,25655001#6,96606441#0
5_699,30002088#7,-1135075614#0
5_700,30002088#7,-1135075615#1
5_701,30002088#7,-1296042207
5_702,30002088#7,-25654678
5_703,30002088#7,-96606441#0
5_704,30002088#7,134805760#4
5_705,30002088#7,138440000#1
5_706,30002088#7,138440000#2
5_707,30002088#7,138440000#5
5_708,30002088#7,25634744#1
5_709,30002088#7,25654663#3
5_710,30002088#7,25654667#0
5_711,30002088#7,25654667#2
5_712,30002088#7,25654670#0
5_713,30002088#7,25654670#2
5_714,30002088#7,25654899
5_715,30002088#7,25654998#1
5_716,30002088#7,25654998#2
5_717,30002088#7,25655001#4
5_718,30002088#7,25655018#2
5_719,30002088#7,25655054#5
5_720,30002088#7,295699555
5_721,30002088#7,30002092#1
5_722,30002088#7,30706585#8
5_723,30002088#7,30706669
5_724,30002088#7,30706677#5
5_725,30002088#7,318933773#10
5_726,30002088#7,50319918#2
5_727,30002088#7,50319918#3
5_728,30002088#7,50319918#7
5_729,30002088#7,565496546#1
5_730,30002088#7,96606441#0
5_731,30706669,-1135075614#0
5_732,30706669,-1135075615#1
5_733,30706669,-1296042207
5_734,30706669,-25654678
5_735,30706669,-96606441#0
5_736,30706669,134805760#4
5_737,30706669,138440000#1
5_738,30706669,138440000#2
5_739,30706669,138440000#5
5_740,30706669,25634744#1
5_741,30706669,25654663#3
5_742,30706669,25654667#0
5_743,30706669,25654667#2
5_744,30706669,25654670#0
5_745,30706669,25654670#2
5_746,30706669,25654899
5_747,30706669,25654998#1
5_748,30706669,25654998#2
5_749,30706669,25655001#4
5_750,30706669,25655018#2
5_751,30706669,25655054#5
5_752,30706669,295699555
5_753,30706669,30002092#1
5_754,30706669,30706585#8
5_755,30706669,30706677#5
5_756,30706669,318933773#10
5_757,30706669,50319918#2
5_758,30706669,50319918#3
5_759,30706669,50319918#7
5_760,30706669,565496546#1
5_761,30706669,96606441#0
5_762,30706677#4,-1135075614#0
5_763,30706677#4,-1135075615#1
5_764,30706677#4,-1296042207
5_765,30706677#4,-25654678
5_766,30706677#4,-96606441#0
5_767,30706677#4,134805760#4
5_768,30706677#4,138440000#1
5_769,30706677#4,138440000#2
5_770,30706677#4,138440000#5
5_771,30706677#4,25634744#1
5_772,30706677#4,25654663#3
5_773,30706677#4,25654667#0
5_774,30706677#4,25654667#2
5_775,30706677#4,25654670#0
5_776,30706677#4,25654670#2
5_777,30706677#4,25654899
5_778,30706677#4,25654998#1
5_779,30706677#4,25654998#2
5_780,30706677#4,25655001#4
5_781,30706677#4,25655018#2
5_782,30706677#4,25655054#5
5_783,30706677#4,295699555
5_784,30706677#4,30002092#1
5_785,30706677#4,30706585#8
5_786,30706677#4,30706669
5_787,30706677#4,30706677#5
5_788,30706677#4,318933773#10
5_789,30706677#4,50319918#2
5_790,30706677#4,50319918#3
5_791,30706677#4,50319918#7
5_792,30706677#4,565496546#1
5_793,30706677#4,96606441#0
5_794,318933773#10,-1135075614#0
5_795,318933773#10,-1135075615#1
5_796,318933773#10,-1296042207
5_797,318933773#10,-25654678
5_798,318933773#10,-96606441#0
5_799,318933773#10,134805760#4
5_800,318933773#10,138440000#1
5_801,318933773#10,138440000#2
5_802,318933773#10,138440000#5
5_803,318933773#10,25634744#1
5_804,318933773#10,25654663#3
5_805,318933773#10,25654667#0
5_806,318933773#10,25654667#2
5_807,318933773#10,25654670#0
5_808,318933773#10,25654670#2
5_809,318933773#10,25654899
5_810,318933773#10,25654998#1
5_811,318933773#10,25654998#2
5_812,318933773#10,25655001#4
5_813,318933773#10,25655018#2
5_814,318933773#10,25655054#5
5_815,318933773#10,295699555
5_816,318933773#10,30002092#1
5_817,318933773#10,30706585#8
5_818,318933773#10,30706669
5_819,318933773#10,30706677#5
5_820,318933773#10,50319918#2
5_821,318933773#10,50319918#3
5_822,318933773#10,50319918#7
5_823,318933773#10,565496546#1
5_824,318933773#10,96606441#0
5_825,318933773#9,-1135075614#0
5_826,318933773#9,-1135075615#1
5_827,318933773#9,-1296042207
5_828,318933773#9,-25654678
5_829,318933773#9,-96606441#0
5_830,318933773#9,134805760#4
5_831,318933773#9,138440000#1
5_832,318933773#9,138440000#2
5_833,318933773#9,138440000#5
5_834,318933773#9,25634744#1
5_835,318933773#9,25654663#3
5_836,318933773#9,25654667#0
5_837,318933773#9,25654667#2
5_838,318933773#9,25654670#0
5_839,318933773#9,25654670#2
5_840,318933773#9,25654899
5_841,318933773#9,25654998#1
5_842,318933773#9,25654998#2
5_843,318933773#9,25655001#4
5_844,318933773#9,25655018#2
5_845,318933773#9,25655054#5
5_846,318933773#9,295699555
5_847,318933773#9,30002092#1
5_848,318933773#9,30706585#8
5_849,318933773#9,30706669
5_850,318933773#9,30706677#5
5_851,318933773#9,318933773#10
5_852,318933773#9,50319918#2
5_853,318933773#9,50319918#3
5_854,318933773#9,50319918#7
5_855,318933773#9,565496546#1
5_856,318933773#9,96606441#0
5_857,49195709#1,-1135075614#0
5_858,49195709#1,-1135075615#1
5_859,49195709#1,-1296042207
5_860,49195709#1,-25654678
5_861,49195709#1,-96606441#0
5_862,49195709#1,134805760#4
5_863,49195709#1,138440000#1
5_864,49195709#1,138440000#2
5_865,49195709#1,138440000#5
5_866,49195709#1,25634744#1
5_867,49195709#1,25654663#3
5_868,49195709#1,25654667#0
5_869,49195709#1,25654667#2
5_870,49195709#1,25654670#0
5_871,49195709#1,25654670#2
5_872,49195709#1,25654899
5_873,49195709#1,25654998#1
5_874,49195709#1,25654998#2
5_875,49195709#1,25655001#4
5_876,49195709#1,25655018#2
5_877,49195709#1,25655054#5
5_878,49195709#1,295699555
5_879,49195709#1,30002092#1
5_880,49195709#1,30706585#8
5_881,49195709#1,30706669
5_882,49195709#1,30706677#5
5_883,49195709#1,318933773#10
5_884,49195709#1,50319918#2
5_885,49195709#1,50319918#3
