4_0,-134810311#1,1107330352#1,18
4_1,-134810311#1,1107330354#5,29
4_2,-134810311#1,1159706696,16
4_3,-134810311#1,1167944482#6,26
4_4,-134810311#1,1226715337#1,14
4_5,-134810311#1,1226715337#3,11
4_6,-134810311#1,1226715337#5,14
4_7,-134810311#1,129127808-AddedOnRampEdge,17
4_8,-134810311#1,134810311#1,4
4_9,-134810311#1,147036178,12
4_10,-134810311#1,173765024,28
4_11,-134810311#1,25817299#2,12
4_12,-134810311#1,30002087#1,28
4_13,-134810311#1,380822316#2-AddedOnRampEdge,16
4_14,-134810311#1,559495124#8,27
4_15,-134810311#1,794480007#1,27
4_16,-134810311#1,96606445#0,43
4_17,-134810311#1,96606456#2,45
4_18,-147036178,1107330352#1,26
4_19,-147036178,1107330354#5,29
4_20,-147036178,1159706696,24
4_21,-147036178,1167944482#6,34
4_22,-147036178,1226715337#1,22
4_23,-147036178,1226715337#3,19
4_24,-147036178,1226715337#5,22
4_25,-147036178,129127808-AddedOnRampEdge,25
4_26,-147036178,134810311#1,12
4_27,-147036178,147036178,2
4_28,-147036178,173765024,36
4_29,-147036178,25817299#2,2
4_30,-147036178,30002087#1,36
4_31,-147036178,380822316#2-AddedOnRampEdge,24
4_32,-147036178,559495124#8,25
4_33,-147036178,794480007#1,27
4_34,-147036178,96606445#0,41
4_35,-147036178,96606456#2,43
4_36,-25817299#2,1107330352#1,26
4_37,-25817299#2,1107330354#5,29
4_38,-25817299#2,1159706696,24
4_39,-25817299#2,1167944482#6,34
4_40,-25817299#2,1226715337#1,22
4_41,-25817299#2,1226715337#3,19
4_42,-25817299#2,1226715337#5,22
4_43,-25817299#2,129127808-AddedOnRampEdge,25
4_44,-25817299#2,134810311#1,12
4_45,-25817299#2,147036178,2
4_46,-25817299#2,173765024,36
4_47,-25817299#2,25817299#2,2
4_48,-25817299#2,30002087#1,36
4_49,-25817299#2,380822316#2-AddedOnRampEdge,24
4_50,-25817299#2,559495124#8,25
4_51,-25817299#2,794480007#1,27
4_52,-25817299#2,96606445#0,41
4_53,-25817299#2,96606456#2,43
4_54,-51034167#0,1107330352#1,35
4_55,-51034167#0,1107330354#5,32
4_56,-51034167#0,1159706696,19
4_57,-51034167#0,1167944482#6,27
4_58,-51034167#0,1226715337#1,24
4_59,-51034167#0,1226715337#3,28
4_60,-51034167#0,1226715337#5,31
4_61,-51034167#0,129127808-AddedOnRampEdge,20
4_62,-51034167#0,134810311#1,34
4_63,-51034167#0,147036178,42
4_64,-51034167#0,173765024,16
4_65,-51034167#0,25817299#2,42
4_66,-51034167#0,30002087#1,26
4_67,-51034167#0,380822316#2-AddedOnRampEdge,33
4_68,-51034167#0,559495124#8,26
4_69,-51034167#0,794480007#1,30
4_70,-51034167#0,96606445#0,6
4_71,-51034167#0,96606456#2,8
4_72,-53536452#2,-53536452#0,3
4_73,-53536452#2,53536452#2,4
4_74,-794480007#1,1107330352#1,14
4_75,-794480007#1,1107330354#5,6
4_76,-794480007#1,1159706696,19
4_77,-794480007#1,1167944482#6,26
4_78,-794480007#1,1226715337#1,16
4_79,-794480007#1,1226715337#3,13
4_80,-794480007#1,1226715337#5,14
4_81,-794480007#1,129127808-AddedOnRampEdge,20
4_82,-794480007#1,134810311#1,17
4_83,-794480007#1,147036178,25
4_84,-794480007#1,173765024,28
4_85,-794480007#1,25817299#2,25
4_86,-794480007#1,30002087#1,28
4_87,-794480007#1,380822316#2-AddedOnRampEdge,12
4_88,-794480007#1,559495124#8,15
4_89,-794480007#1,794480007#1,2
4_90,-794480007#1,96606445#0,35
4_91,-794480007#1,96606456#2,37
4_92,1107330352#4,1107330352#1,11
4_93,1107330352#4,1107330354#5,9
4_94,1107330352#4,1159706696,16
4_95,1107330352#4,1167944482#6,23
4_96,1107330352#4,1226715337#1,13
4_97,1107330352#4,1226715337#3,10
4_98,1107330352#4,1226715337#5,11
4_99,1107330352#4,129127808-AddedOnRampEdge,17
4_100,1107330352#4,134810311#1,14
4_101,1107330352#4,147036178,22
4_102,1107330352#4,173765024,25
4_103,1107330352#4,25817299#2,22
4_104,1107330352#4,30002087#1,25
4_105,1107330352#4,380822316#2-AddedOnRampEdge,9
4_106,1107330352#4,559495124#8,12
4_107,1107330352#4,794480007#1,7
4_108,1107330352#4,96606445#0,32
4_109,1107330352#4,96606456#2,34
4_110,1157857551,1107330352#1,20
4_111,1157857551,1107330354#5,31
4_112,1157857551,1159706696,18
4_113,1157857551,1167944482#6,28
4_114,1157857551,1226715337#1,16
4_115,1157857551,1226715337#3,13
4_116,1157857551,1226715337#5,16
4_117,1157857551,129127808-AddedOnRampEdge,19
4_118,1157857551,134810311#1,6
4_119,1157857551,147036178,14
4_120,1157857551,173765024,30
4_121,1157857551,25817299#2,14
4_122,1157857551,30002087#1,30
4_123,1157857551,380822316#2-AddedOnRampEdge,18
4_124,1157857551,559495124#8,29
4_125,1157857551,794480007#1,29
4_126,1157857551,96606445#0,45
4_127,1157857551,96606456#2,47
4_128,1159706697,1107330352#1,18
4_129,1159706697,1107330354#5,29
4_130,1159706697,1159706696,2
4_131,1159706697,1167944482#6,15
4_132,1159706697,1226715337#1,7
4_133,1159706697,1226715337#3,11
4_134,1159706697,1226715337#5,14
4_135,1159706697,129127808-AddedOnRampEdge,3
4_136,1159706697,134810311#1,17
4_137,1159706697,147036178,25
4_138,1159706697,173765024,17
4_139,1159706697,25817299#2,25
4_140,1159706697,30002087#1,17
4_141,1159706697,380822316#2-AddedOnRampEdge,16
4_142,1159706697,559495124#8,32
4_143,1159706697,794480007#1,27
4_144,1159706697,96606445#0,39
4_145,1159706697,96606456#2,41
4_146,1175201475,1107330352#1,17
4_147,1175201475,1107330354#5,28
4_148,1175201475,1159706696,5
4_149,1175201475,1167944482#6,14
4_150,1175201475,1226715337#1,6
4_151,1175201475,1226715337#3,10
4_152,1175201475,1226715337#5,13
4_153,1175201475,129127808-AddedOnRampEdge,2
4_154,1175201475,134810311#1,16
4_155,1175201475,147036178,24
4_156,1175201475,173765024,16
4_157,1175201475,25817299#2,24
4_158,1175201475,30002087#1,16
4_159,1175201475,380822316#2-AddedOnRampEdge,15
4_160,1175201475,559495124#8,31
4_161,1175201475,794480007#1,26
4_162,1175201475,96606445#0,38
4_163,1175201475,96606456#2,40
4_164,1226715337#1,1107330352#1,12
4_165,1226715337#1,1107330354#5,23
4_166,1226715337#1,1159706696,8
4_167,1226715337#1,1167944482#6,20
4_168,1226715337#1,1226715337#3,5
4_169,1226715337#1,1226715337#5,8
4_170,1226715337#1,129127808-AddedOnRampEdge,9
4_171,1226715337#1,134810311#1,11
4_172,1226715337#1,147036178,19
4_173,1226715337#1,173765024,22
4_174,1226715337#1,25817299#2,19
4_175,1226715337#1,30002087#1,22
4_176,1226715337#1,380822316#2-AddedOnRampEdge,10
4_177,1226715337#1,559495124#8,26
4_178,1226715337#1,794480007#1,21
4_179,1226715337#1,96606445#0,44
4_180,1226715337#1,96606456#2,46
4_181,1226715337#3,1107330352#1,8
4_182,1226715337#3,1107330354#5,19
4_183,1226715337#3,1159706696,9
4_184,1226715337#3,1167944482#6,16
4_185,1226715337#3,1226715337#1,6
4_186,1226715337#3,1226715337#5,4
4_187,1226715337#3,129127808-AddedOnRampEdge,10
4_188,1226715337#3,134810311#1,13
4_189,1226715337#3,147036178,21
4_190,1226715337#3,173765024,18
4_191,1226715337#3,25817299#2,21
4_192,1226715337#3,30002087#1,18
4_193,1226715337#3,380822316#2-AddedOnRampEdge,6
4_194,1226715337#3,559495124#8,22
4_195,1226715337#3,794480007#1,17
4_196,1226715337#3,96606445#0,40
4_197,1226715337#3,96606456#2,42
