Flow ID,Start Edge ID,End Edge ID,Flow Length,Start From Lat,Start From Lon,Start To Lat,Start To Lon,End From Lat,End From Lon,End To Lat,End To Lon,Random_const,Gamma,Gamma_agg,Gamma_norm,Start Count,End Count
6_1,-25756829#1,1225908703#1,9,41.0997800968384,16.87658423938435,41.09987548076815,16.876551351817184,41.10055488753444,16.871492806882504,41.10052889860115,16.872626270373804,0.7816649193697276,0.08685165770774751,1.5291203947814362,0.05679844308149561,9.0,0.0
6_2,-25756829#1,1236614318#2,4,41.0997800968384,16.87658423938435,41.09987548076815,16.876551351817184,41.10094139299052,16.8777522285218,41.10106339499217,16.87820819789415,0.8726586116661318,0.21816465291653295,1.5291203947814362,0.142673300062626,9.0,0.0
6_3,-25756829#1,25621696#1,4,41.0997800968384,16.87658423938435,41.09987548076815,16.876551351817184,41.10094460424349,16.876328159376932,41.10140722536913,16.87622308620474,0.8993290995679084,0.2248322748919771,1.5291203947814362,0.14703372975684714,9.0,0.0
6_4,-25756829#1,25756829#1,2,41.0997800968384,16.87658423938435,41.09987548076815,16.876551351817184,41.09987548076815,16.876551351817184,41.0997800968384,16.87658423938435,0.9586430351010709,0.4793215175505354,1.5291203947814362,0.3134622487453298,9.0,0.0
6_5,-25756829#1,25817868#5,16,41.0997800968384,16.87658423938435,41.09987548076815,16.876551351817184,41.095606823823886,16.878150943377637,41.0963865057696,16.882438199943337,0.7865648495428399,0.04916030309642749,1.5291203947814362,0.03214939991919615,9.0,0.0
6_6,-25756829#1,30655159,15,41.0997800968384,16.87658423938435,41.09987548076815,16.876551351817184,41.09297156841768,16.87360732576134,41.09177370683735,16.873571853706075,0.7805466882117982,0.05203644588078654,1.5291203947814362,0.034030313151518936,9.0,0.0
6_7,-25756829#1,417312024#5,28,41.0997800968384,16.87658423938435,41.09987548076815,16.876551351817184,41.09216852441467,16.870167328657836,41.09061326405001,16.869886641915734,0.913136134693328,0.032612004810476,1.5291203947814362,0.021327297001448583,9.0,0.0
6_8,-25756829#1,448630413#22,13,41.0997800968384,16.87658423938435,41.09987548076815,16.876551351817184,41.10066513671256,16.870034392251156,41.10054785686157,16.871143832716907,0.8555909363627898,0.06581468741252229,1.5291203947814362,0.04304087999684908,9.0,0.0
6_9,-25756829#1,561837466,2,41.0997800968384,16.87658423938435,41.09987548076815,16.876551351817184,41.09987548076815,16.876551351817184,41.098984441526575,16.878481406027163,0.6406537010288621,0.32032685051443105,1.5291203947814362,0.20948438828468882,9.0,0.0
6_10,-25817868#5,-31951173#0,20,41.0963865057696,16.882438199943337,41.095606823823886,16.878150943377637,41.09286038235422,16.869290772673683,41.09303865127324,16.867774205468272,0.633059814241679,0.03165299071208395,0.7014424420943192,0.045125570984237286,10.0,0.0
