Episode,Reward Min,Reward Mean,Reward Max,Episode Length,Timestamp,Checkpoint
1,-11.5,10.734615384615385,21.5,25.51923076923077,2024-11-15 09:18:51,algorithm_state.pkl
2,-12.0,11.634415584415583,21.5,25.935064935064936,2024-11-15 09:34:54,algorithm_state.pkl
3,-10.5,7.682738095238094,20.0,23.922619047619047,2024-11-15 10:06:06,algorithm_state.pkl
4,-10.5,3.918446601941748,19.5,19.42233009708738,2024-11-15 10:29:16,algorithm_state.pkl
5,-10.5,6.533333333333334,20.2,21.185185185185187,2024-11-15 10:53:20,algorithm_state.pkl
6,-10.5,9.371428571428572,20.8,24.757763975155278,2024-11-15 11:20:03,algorithm_state.pkl
7,-9.0,11.013253012048192,21.7,24.102409638554217,2024-11-15 11:41:54,algorithm_state.pkl
8,-11.5,3.546236559139785,21.5,21.559139784946236,2024-11-15 11:58:40,algorithm_state.pkl
9,-11.5,5.398809523809524,20.1,23.714285714285715,2024-11-15 12:17:19,algorithm_state.pkl
10,-11.0,7.098159509202454,20.6,24.644171779141104,2024-11-15 12:42:46,algorithm_state.pkl
11,-9.0,8.189375000000002,21.0,24.69375,2024-11-15 13:11:49,algorithm_state.pkl
12,-11.5,7.543103448275862,22.0,23.270114942528735,2024-11-15 13:38:08,algorithm_state.pkl
13,-11.5,9.548051948051947,24.0,25.87012987012987,2024-11-15 14:05:21,algorithm_state.pkl
14,-8.5,11.742105263157894,23.7,35.0,2024-11-15 14:35:33,algorithm_state.pkl
15,-12.0,3.491329479768786,24.0,23.254335260115607,2024-11-15 14:58:49,algorithm_state.pkl
16,-11.0,7.651633986928105,22.0,26.15032679738562,2024-11-15 15:33:23,algorithm_state.pkl
