Episode,Reward Min,Reward Mean,Reward Max,Episode Length,Timestamp,Checkpoint
22,-9.0,14.488028169014086,23.0,28.133802816901408,2024-11-13 11:50:37,algorithm_state.pkl
23,-3.5,14.298591549295775,23.0,28.176056338028168,2024-11-13 12:18:45,algorithm_state.pkl
24,-9.0,14.03265306122449,22.5,27.224489795918366,2024-11-13 12:38:44,algorithm_state.pkl
25,-6.5,14.222297297297295,22.0,26.97972972972973,2024-11-13 12:59:00,algorithm_state.pkl
26,10.3,14.8985401459854,24.5,29.1021897810219,2024-11-13 15:20:16,algorithm_state.pkl
27,-9.0,7.019565217391304,25.0,21.755434782608695,2024-11-13 15:39:07,algorithm_state.pkl
28,-11.7,5.321890547263682,22.0,19.81592039800995,2024-11-13 15:57:51,algorithm_state.pkl
29,-11.0,11.678666666666665,27.1,26.69333333333333,2024-11-13 16:16:28,algorithm_state.pkl
30,-10.5,15.628070175438596,25.5,35.19298245614035,2024-11-13 16:38:33,algorithm_state.pkl
31,8.1,16.2607476635514,29.5,37.26168224299065,2024-11-13 17:00:14,algorithm_state.pkl
32,-46.0,6.483,30.5,48.48,2024-11-13 17:22:16,algorithm_state.pkl
33,-46.0,9.296,30.5,65.73,2024-11-13 17:46:42,algorithm_state.pkl
34,-38.0,12.60689655172414,32.5,68.5,2024-11-13 18:22:38,algorithm_state.pkl
35,-38.0,15.283,32.5,71.39,2024-11-13 18:45:42,algorithm_state.pkl
36,-3.5,18.406,30.5,77.91,2024-11-13 19:09:14,algorithm_state.pkl
37,-7.5,20.124000000000002,30.5,80.16,2024-11-14 00:47:28,algorithm_state.pkl
38,-8.0,18.041999999999998,30.0,54.8,2024-11-14 01:10:20,algorithm_state.pkl
39,-7.0,7.2669565217391305,27.5,34.834782608695654,2024-11-14 10:13:08,algorithm_state.pkl
40,-8.5,11.46788990825688,24.5,36.678899082568805,2024-11-14 10:41:54,algorithm_state.pkl
41,-9.0,7.8791411042944794,25.2,24.558282208588956,2024-11-14 11:10:28,algorithm_state.pkl
42,-11.0,2.1697959183673476,17.5,16.257142857142856,2024-11-14 11:30:12,algorithm_state.pkl
43,-9.9,6.185294117647058,24.0,19.524509803921568,2024-11-14 11:52:42,algorithm_state.pkl
44,-11.5,4.576576576576577,22.0,18.07207207207207,2024-11-14 12:10:03,algorithm_state.pkl
45,-11.0,5.446976744186046,19.2,18.572093023255814,2024-11-14 12:27:01,algorithm_state.pkl
46,-11.0,6.44972972972973,21.2,21.616216216216216,2024-11-14 12:44:26,algorithm_state.pkl
47,-11.0,7.544827586206896,22.0,23.04597701149425,2024-11-14 13:03:23,algorithm_state.pkl
48,-11.5,7.289830508474576,22.0,22.615819209039547,2024-11-14 13:25:57,algorithm_state.pkl
49,-10.5,7.2063953488372094,19.7,23.25,2024-11-14 13:57:57,algorithm_state.pkl
50,-11.5,9.529166666666667,17.5,23.68452380952381,2024-11-14 14:14:35,algorithm_state.pkl
51,-11.5,10.734615384615385,21.5,25.51923076923077,2024-11-15 09:18:51,algorithm_state.pkl
52,-12.0,11.634415584415583,21.5,25.935064935064936,2024-11-15 09:34:54,algorithm_state.pkl
53,-10.5,7.682738095238094,20.0,23.922619047619047,2024-11-15 10:06:06,algorithm_state.pkl
54,-10.5,3.918446601941748,19.5,19.42233009708738,2024-11-15 10:29:16,algorithm_state.pkl
55,-10.5,6.533333333333334,20.2,21.185185185185187,2024-11-15 10:53:20,algorithm_state.pkl
56,-10.5,9.371428571428572,20.8,24.757763975155278,2024-11-15 11:20:03,algorithm_state.pkl
57,-9.0,11.013253012048192,21.7,24.102409638554217,2024-11-15 11:41:54,algorithm_state.pkl
58,-11.5,3.546236559139785,21.5,21.559139784946236,2024-11-15 11:58:40,algorithm_state.pkl
59,-11.5,5.398809523809524,20.1,23.714285714285715,2024-11-15 12:17:19,algorithm_state.pkl
60,-11.0,7.098159509202454,20.6,24.644171779141104,2024-11-15 12:42:46,algorithm_state.pkl
61,-9.0,8.189375000000002,21.0,24.69375,2024-11-15 13:11:49,algorithm_state.pkl
62,-11.5,7.543103448275862,22.0,23.270114942528735,2024-11-15 13:38:08,algorithm_state.pkl
63,-11.5,9.548051948051947,24.0,25.87012987012987,2024-11-15 14:05:21,algorithm_state.pkl
64,-8.5,11.742105263157894,23.7,35.0,2024-11-15 14:35:33,algorithm_state.pkl
65,-12.0,3.491329479768786,24.0,23.254335260115607,2024-11-15 14:58:49,algorithm_state.pkl
66,-11.0,7.651633986928105,22.0,26.15032679738562,2024-11-15 15:33:23,algorithm_state.pkl
67,-12.0,3.58,19.0,24.163636363636364,2024-11-15 16:12:59,algorithm_state.pkl
68,-11.5,6.966896551724139,25.0,27.482758620689655,2024-11-15 16:39:20,algorithm_state.pkl
69,-14.5,7.537579617834395,20.5,25.484076433121018,2024-11-15 17:00:58,algorithm_state.pkl
70,-10.0,7.925619834710743,22.0,33.1900826446281,2024-11-15 17:23:01,algorithm_state.pkl
71,-11.0,9.478787878787879,21.7,30.257575757575758,2024-11-15 17:39:42,algorithm_state.pkl
72,-11.5,5.38421052631579,22.5,23.380116959064328,2024-11-15 17:58:59,algorithm_state.pkl
73,-47.5,1.157476635514019,20.0,18.77102803738318,2024-11-15 20:36:15,algorithm_state.pkl
74,-12.0,3.099468085106383,22.0,21.25,2024-11-15 20:59:40,algorithm_state.pkl
75,-9.5,6.369182389937107,18.7,25.10062893081761,2024-11-15 21:27:46,algorithm_state.pkl
76,-11.0,7.226666666666667,20.2,26.686666666666667,2024-11-15 21:50:53,algorithm_state.pkl
77,-11.5,8.050735294117647,23.0,29.389705882352942,2024-11-15 22:08:44,algorithm_state.pkl
78,-9.0,8.466666666666667,20.2,32.390243902439025,2024-11-16 01:17:26,algorithm_state.pkl
79,-11.5,10.452499999999999,20.2,33.55833333333333,2024-11-16 10:52:05,algorithm_state.pkl
80,-9.0,9.084671532846714,23.0,29.21167883211679,2024-11-16 11:15:38,algorithm_state.pkl
81,-9.5,2.24311377245509,21.5,23.808383233532933,2024-11-16 11:30:58,algorithm_state.pkl
82,-12.0,-1.6428030303030303,19.0,15.227272727272727,2024-11-16 11:46:13,algorithm_state.pkl
83,-14.5,1.5134999999999998,19.0,19.845,2024-11-16 12:01:37,algorithm_state.pkl
84,-11.0,1.9682926829268292,17.5,19.658536585365855,2024-11-16 12:16:34,algorithm_state.pkl
85,-14.5,4.091176470588235,17.7,23.45294117647059,2024-11-16 12:40:49,algorithm_state.pkl
86,-11.5,8.766,21.5,26.64666666666667,2024-11-16 13:15:19,algorithm_state.pkl
87,-11.0,8.363888888888889,22.2,27.756944444444443,2024-11-16 13:38:21,algorithm_state.pkl
88,-10.5,8.536507936507936,19.0,31.77777777777778,2024-11-16 13:59:29,algorithm_state.pkl
89,-10.5,0.12164948453608257,20.0,20.7319587628866,2024-11-16 14:15:46,algorithm_state.pkl
90,-11.7,2.696954314720812,21.2,20.289340101522843,2024-11-16 14:36:47,algorithm_state.pkl
91,-12.6,3.844910179640719,26.0,23.724550898203592,2024-11-16 14:57:08,algorithm_state.pkl
92,-9.0,7.607142857142857,22.0,31.896825396825395,2024-11-16 16:10:27,algorithm_state.pkl
93,-9.5,2.085526315789474,21.7,26.414473684210527,2024-11-16 16:34:31,algorithm_state.pkl
94,-10.5,2.9849397590361444,22.2,23.981927710843372,2024-11-16 16:58:45,algorithm_state.pkl
95,-10.5,5.2947019867549665,22.9,26.642384105960264,2024-11-16 17:21:19,algorithm_state.pkl
96,-10.5,5.07925925925926,22.2,29.362962962962964,2024-11-16 17:43:56,algorithm_state.pkl
97,-10.0,7.3515625,24.2,31.3671875,2024-11-16 18:03:41,algorithm_state.pkl
98,-11.0,7.884920634920635,22.0,31.76984126984127,2024-11-16 18:22:16,algorithm_state.pkl
99,-10.0,9.346017699115043,22.5,35.06194690265487,2024-11-16 18:43:56,algorithm_state.pkl
100,-9.5,6.130894308943089,23.0,32.764227642276424,2024-11-16 18:59:30,algorithm_state.pkl
101,-11.5,8.376978417266187,22.299999999999997,28.73381294964029,2024-11-16 19:18:23,algorithm_state.pkl
102,-12.0,10.934426229508194,20.2,32.9344262295082,2024-11-16 19:35:55,algorithm_state.pkl
103,-9.0,11.253174603174603,22.2,31.603174603174605,2024-11-17 10:24:19,algorithm_state.pkl
104,-10.5,8.984285714285713,25.0,28.714285714285715,2024-11-17 10:47:38,algorithm_state.pkl
105,-7.5,6.107482993197278,26.0,27.258503401360546,2024-11-17 11:10:13,algorithm_state.pkl
106,-11.5,2.4956043956043956,20.0,21.98901098901099,2024-11-17 11:43:36,algorithm_state.pkl
107,-12.0,3.153179190751445,25.0,23.09826589595376,2024-11-17 12:04:46,algorithm_state.pkl
108,-9.5,3.1627118644067793,21.0,22.6045197740113,2024-11-17 12:20:14,algorithm_state.pkl
109,-10.5,6.419753086419753,26.5,24.5,2024-11-17 12:39:22,algorithm_state.pkl
110,-11.0,6.96013986013986,22.4,28.06993006993007,2024-11-17 16:39:06,algorithm_state.pkl
111,-10.0,7.25,24.5,30.439393939393938,2024-11-17 17:00:34,algorithm_state.pkl
112,-9.0,9.606299212598426,27.5,31.46456692913386,2024-11-17 17:26:20,algorithm_state.pkl
113,-9.0,10.05084745762712,21.5,33.59322033898305,2024-11-17 18:14:56,algorithm_state.pkl
114,-10.5,10.861344537815127,20.7,33.69747899159664,2024-11-17 18:40:16,algorithm_state.pkl
115,-9.5,13.713274336283185,23.0,35.65486725663717,2024-11-17 18:59:30,algorithm_state.pkl
116,-11.0,12.312962962962965,21.0,36.5462962962963,2024-11-17 19:17:05,algorithm_state.pkl
117,-9.0,13.100862068965517,22.2,34.793103448275865,2024-11-17 19:35:04,algorithm_state.pkl
118,-9.0,14.253097345132744,27.2,35.27433628318584,2024-11-17 19:53:26,algorithm_state.pkl
119,-9.0,16.004,24.0,40.47,2024-11-17 20:11:48,algorithm_state.pkl
120,-9.5,14.959000000000001,22.5,40.96,2024-11-17 20:31:46,algorithm_state.pkl
121,-7.5,14.366346153846154,22.7,38.36538461538461,2024-11-17 20:51:07,algorithm_state.pkl
122,-9.0,13.600990099009898,26.2,39.71287128712871,2024-11-17 21:37:50,algorithm_state.pkl
123,-9.0,13.051724137931034,23.9,34.38793103448276,2024-11-17 22:03:44,algorithm_state.pkl
124,-9.0,13.825999999999999,25.7,40.62,2024-11-17 22:29:30,algorithm_state.pkl
125,-11.0,15.256603773584906,26.2,38.028301886792455,2024-11-17 22:55:47,algorithm_state.pkl
126,-9.0,16.383333333333333,22.5,38.970588235294116,2024-11-17 23:14:12,algorithm_state.pkl
127,-8.0,14.202,24.5,43.52,2024-11-17 23:34:15,algorithm_state.pkl
128,-9.0,16.262,26.2,48.14,2024-11-17 23:57:14,algorithm_state.pkl
129,-10.5,16.21,25.7,47.34,2024-11-18 00:18:38,algorithm_state.pkl
130,-9.0,17.108999999999998,26.7,45.95,2024-11-18 00:44:39,algorithm_state.pkl
131,-9.5,8.975652173913044,23.0,34.63478260869565,2024-11-18 10:43:39,algorithm_state.pkl
132,-9.5,6.765354330708662,22.5,31.338582677165356,2024-11-18 11:05:37,algorithm_state.pkl
133,-9.5,8.878030303030304,24.2,30.515151515151516,2024-11-18 11:27:02,algorithm_state.pkl
134,-7.5,13.975925925925925,24.5,36.907407407407405,2024-11-18 11:54:10,algorithm_state.pkl
135,-11.0,14.409,27.2,40.95,2024-11-18 12:34:46,algorithm_state.pkl
136,-9.0,16.221999999999998,23.2,45.38,2024-11-18 13:37:10,algorithm_state.pkl
137,-9.0,15.107000000000001,24.5,48.76,2024-11-18 14:11:06,algorithm_state.pkl
138,-8.0,16.43,24.7,47.32,2024-11-18 14:33:56,algorithm_state.pkl
139,-12.0,12.731,22.5,41.44,2024-11-18 14:54:45,algorithm_state.pkl
140,-9.0,15.035,26.0,42.71,2024-11-18 15:17:15,algorithm_state.pkl
141,-9.5,14.292592592592591,27.5,36.851851851851855,2024-11-18 15:37:45,algorithm_state.pkl
142,-9.5,14.824000000000002,22.5,40.01,2024-11-18 16:12:44,algorithm_state.pkl
143,-9.5,12.563302752293579,23.5,36.89908256880734,2024-11-18 17:44:41,algorithm_state.pkl
144,-9.5,14.940540540540539,23.0,36.0,2024-11-18 18:37:40,algorithm_state.pkl
145,-9.5,12.16311475409836,25.7,32.73770491803279,2024-11-18 19:10:34,algorithm_state.pkl
146,-9.0,13.1130081300813,25.2,32.7479674796748,2024-11-18 19:34:19,algorithm_state.pkl
147,-9.0,12.671929824561403,22.5,35.07017543859649,2024-11-18 20:39:32,algorithm_state.pkl
148,-9.5,14.921,23.7,40.01,2024-11-18 21:02:23,algorithm_state.pkl
149,-9.0,15.953,23.7,41.38,2024-11-18 21:37:19,algorithm_state.pkl
150,-9.0,11.18301886792453,23.0,37.54716981132076,2024-11-18 22:04:59,algorithm_state.pkl
151,-9.0,13.630841121495328,21.7,37.626168224299064,2024-11-18 22:32:26,algorithm_state.pkl
152,-9.5,13.117857142857144,26.0,35.42857142857143,2024-11-18 23:03:25,algorithm_state.pkl
153,-6.5,12.553508771929824,22.5,35.333333333333336,2024-11-18 23:23:04,algorithm_state.pkl
154,-7.0,13.367226890756301,23.0,33.54621848739496,2024-11-18 23:40:52,algorithm_state.pkl
155,-9.0,13.497599999999998,24.2,31.912,2024-11-18 23:59:34,algorithm_state.pkl
156,-8.5,14.2,24.7,33.46666666666667,2024-11-19 00:20:02,algorithm_state.pkl
157,-12.6,10.231297709923664,25.2,30.34351145038168,2024-11-19 10:59:21,algorithm_state.pkl
158,-10.7,12.541666666666666,23.5,33.24166666666667,2024-11-19 11:23:08,algorithm_state.pkl
159,-9.5,13.251818181818182,23.5,36.28181818181818,2024-11-19 11:45:57,algorithm_state.pkl
160,-11.0,12.7,21.4,33.61666666666667,2024-11-19 12:16:06,algorithm_state.pkl
161,-9.0,15.707826086956521,25.5,34.63478260869565,2024-11-19 13:24:52,algorithm_state.pkl
162,-8.0,9.539370078740157,27.7,31.606299212598426,2024-11-19 13:40:59,algorithm_state.pkl
163,-9.0,12.711965811965811,23.5,33.84615384615385,2024-11-19 13:59:37,algorithm_state.pkl
164,-9.0,16.134653465346535,26.5,39.78217821782178,2024-11-19 14:17:14,algorithm_state.pkl
165,-9.5,13.803603603603602,23.0,36.0,2024-11-21 19:08:00,algorithm_state.pkl
166,-8.5,14.908411214953272,23.5,37.28971962616822,2024-11-21 19:34:15,algorithm_state.pkl
167,-9.5,14.114545454545453,25.0,36.24545454545454,2024-11-21 19:53:47,algorithm_state.pkl
168,-9.5,12.434166666666668,23.0,33.44166666666667,2024-11-21 20:13:31,algorithm_state.pkl
169,-9.0,14.76608695652174,27.5,34.69565217391305,2024-11-21 20:33:00,algorithm_state.pkl
170,-9.5,15.644642857142857,24.4,35.830357142857146,2024-11-21 20:56:40,algorithm_state.pkl
171,-9.0,15.653465346534656,24.7,39.37623762376238,2024-11-21 23:39:18,algorithm_state.pkl
172,-7.0,16.805999999999997,25.7,41.64,2024-11-22 00:03:20,algorithm_state.pkl
173,-2.0,17.352999999999998,25.2,45.74,2024-11-22 00:27:33,algorithm_state.pkl
174,-7.5,15.798,23.5,47.49,2024-11-22 00:51:59,algorithm_state.pkl
175,-9.5,15.681904761904761,24.4,38.12380952380953,2024-11-22 01:15:15,algorithm_state.pkl
176,-9.5,15.659615384615384,23.7,38.66346153846154,2024-11-22 01:37:48,algorithm_state.pkl
177,-5.0,16.114851485148517,27.7,39.68316831683168,2024-11-22 02:02:13,algorithm_state.pkl
178,-4.5,16.55,23.4,40.27,2024-11-22 18:54:56,algorithm_state.pkl
179,-8.5,16.72596153846154,25.0,38.35576923076923,2024-11-22 19:23:10,algorithm_state.pkl
180,-7.5,17.402,26.2,43.86,2024-11-23 00:55:19,algorithm_state.pkl
181,-6.0,15.932,26.5,41.24,2024-11-23 01:19:53,algorithm_state.pkl
182,-6.0,16.340999999999998,25.0,41.99,2024-11-23 01:46:06,algorithm_state.pkl
183,1.5,17.113,24.7,43.52,2024-11-23 02:13:19,algorithm_state.pkl
184,-9.5,14.934615384615382,22.5,38.66346153846154,2024-11-23 02:39:20,algorithm_state.pkl
185,-9.5,10.8516556291390724,24.5,26.344370860927153,2024-11-23 03:05:03,algorithm_state.pkl
186,-9.0,12.00413223140496,22.5,33.19834710743802,2024-11-23 03:28:59,algorithm_state.pkl
187,-9.0,12.894736842105264,25.2,34.99122807017544,2024-11-23 03:55:36,algorithm_state.pkl
188,-9.5,11.978518518518518,24.5,29.644444444444446,2024-11-23 04:18:26,algorithm_state.pkl
189,-9.5,12.247826086956522,24.7,24.795031055900623,2024-11-23 04:41:13,algorithm_state.pkl
190,-9.5,12.139999999999999,22.5,33.11666666666667,2024-11-23 05:07:55,algorithm_state.pkl
191,-9.5,15.404000000000002,24.2,43.8,2024-11-23 05:33:12,algorithm_state.pkl
192,-9.5,16.958,24.5,40.43,2024-11-23 05:57:28,algorithm_state.pkl
193,-9.0,16.223000000000003,24.5,41.07,2024-11-23 06:24:04,algorithm_state.pkl
194,-5.0,17.923,24.7,47.35,2024-11-23 06:49:55,algorithm_state.pkl
195,-9.0,17.209,26.9,47.92,2024-11-23 07:15:49,algorithm_state.pkl
196,-1.0,17.460576923076925,25.2,38.45192307692308,2024-11-23 07:40:42,algorithm_state.pkl
197,-9.0,16.2,26.2,43.44,2024-11-23 08:07:07,algorithm_state.pkl
198,-9.0,16.992,26.2,44.11,2024-11-23 08:33:29,algorithm_state.pkl
199,-9.0,12.525225225225228,27.7,36.468468468468465,2024-11-23 09:00:00,algorithm_state.pkl
200,-9.5,14.279674796747969,23.4,32.32520325203252,2024-11-23 09:23:39,algorithm_state.pkl
201,-9.0,15.017599999999998,23.7,31.992,2024-11-23 09:49:29,algorithm_state.pkl
202,-9.5,15.166386554621848,23.2,33.81512605042017,2024-11-23 10:15:25,algorithm_state.pkl
203,-10.5,13.003875968992247,24.7,30.88372093023256,2024-11-23 10:43:13,algorithm_state.pkl
204,-9.0,14.580733944954128,28.5,36.57798165137615,2024-11-23 11:13:29,algorithm_state.pkl
205,-9.0,13.660194174757281,25.5,38.679611650485434,2024-11-23 11:44:15,algorithm_state.pkl
206,-10.7,14.704761904761904,24.5,37.95238095238095,2024-11-23 13:43:28,algorithm_state.pkl  
207,-9.0,15.44326923076923,26.2,38.47115384615385,2024-11-23 14:55:16,algorithm_state.pkl  
208,-8.5,16.531,23.7,40.12,2024-11-23 16:06:47,algorithm_state.pkl  
209,-9.0,16.583,24.7,41.15,2024-11-23 16:56:58,algorithm_state.pkl  
210,-4.5,16.73,23.5,39.84,2024-11-23 17:22:14,algorithm_state.pkl  
211,-6.0,16.745714285714286,24.5,38.40952380952381,2024-11-23 17:47:44,algorithm_state.pkl  
212,-7.0,17.188118811881186,24.7,39.227722772277225,2024-11-23 18:10:22,algorithm_state.pkl  
213,-1.0,16.999000000000002,24.7,45.89,2024-11-23 18:34:31,algorithm_state.pkl  
214,-1.0,17.182,23.0,43.58,2024-11-23 18:58:31,algorithm_state.pkl  
215,-6.5,16.51,23.9,42.7,2024-11-23 19:23:08,algorithm_state.pkl  
216,-9.0,16.01372549019608,22.5,39.36274509803921,2024-11-23 19:47:52,algorithm_state.pkl  
217,-9.5,14.880530973451327,24.7,35.469026548672566,2024-11-23 20:09:39,algorithm_state.pkl
218,-11.5,15.571962616822429,26.0,37.28971962616822,2024-11-25 13:53:02,algorithm_state.pkl
219,-6.5,15.932142857142855,25.5,35.473214285714285,2024-11-25 19:49:12,algorithm_state.pkl  
220,-7.0,16.296190476190475,24.5,38.17142857142857,2024-11-25 20:07:27,algorithm_state.pkl  
221,-10.0,15.071698113207546,23.7,37.867924528301884,2024-11-25 20:25:14,algorithm_state.pkl  
222,-8.5,15.291509433962265,26.0,37.679245283018865,2024-11-25 21:14:52,algorithm_state.pkl  
223,-8.0,16.136,24.5,40.55,2024-11-25 22:21:28,algorithm_state.pkl  
224,-9.0,14.968224299065419,23.0,37.373831775700936,2024-11-25 22:40:11,algorithm_state.pkl  
225,-10.0,11.128455284552846,22.5,32.34959349593496,2024-11-25 22:59:12,algorithm_state.pkl  
226,-7.0,12.550387596899224,26.7,31.046511627906977,2024-11-25 23:17:39,algorithm_state.pkl  
227,-9.0,12.428971962616822,26.0,37.271028037383175,2024-11-26 00:13:44,algorithm_state.pkl  
228,-10.5,12.78,24.5,38.161904761904765,2024-11-26 01:01:52,algorithm_state.pkl  
229,-8.5,15.893999999999998,27.5,41.41,2024-11-26 01:59:19,algorithm_state.pkl  
230,-10.2,14.651923076923076,24.5,38.52884615384615,2024-11-26 06:20:35,algorithm_state.pkl  
231,-6.0,15.944660194174757,24.5,38.398058252427184,2024-11-26 06:43:52,algorithm_state.pkl  
232,-9.0,16.601,28.0,43.08,2024-11-26 07:04:18,algorithm_state.pkl  
233,-9.0,17.825,24.5,47.83,2024-11-26 07:25:43,algorithm_state.pkl  
234,-9.0,17.006999999999998,24.5,49.54,2024-11-26 07:46:34,algorithm_state.pkl  
235,-7.5,15.24757281553398,23.0,39.20388349514563,2024-11-26 08:46:57,algorithm_state.pkl  
236,-6.0,14.876999999999999,23.7,42.7,2024-11-26 09:12:57,algorithm_state.pkl  
237,-5.0,16.090999999999998,25.5,45.81,2024-11-26 09:31:57,algorithm_state.pkl  
238,-5.5,14.997058823529413,24.4,39.372549019607845,2024-11-26 09:51:01,algorithm_state.pkl  
239,-7.5,15.870588235294116,25.5,39.088235294117645,2024-11-26 10:10:24,algorithm_state.pkl  
240,-9.0,12.186206896551724,23.0,34.474137931034484,2024-11-26 10:29:18,algorithm_state.pkl  
241,-9.5,13.87304347826087,26.0,34.78260869565217,2024-11-26 10:52:09,algorithm_state.pkl
242,-10.5,16.868,26.0,43.54,2024-11-26 11:12:52,algorithm_state.pkl
243,-9.0,17.784000000000002,24.5,44.93,2024-11-26 11:32:27,algorithm_state.pkl
244,14.5,18.709,24.5,49.79,2024-11-26 11:54:45,algorithm_state.pkl
245,-1.0,17.95,24.5,51.94,2024-11-26 12:15:19,algorithm_state.pkl
246,-4.5,16.855,23.7,47.55,2024-11-26 12:35:13,algorithm_state.pkl
247,-9.5,16.42,24.5,44.96,2024-11-26 12:56:59,algorithm_state.pkl
248,14.5,17.84,24.5,41.86,2024-11-26 13:17:56,algorithm_state.pkl
249,2.5,17.473,23.9,43.2,2024-11-26 13:37:30,algorithm_state.pkl
250,-8.5,16.23809523809524,26.2,38.10476190476191,2024-11-26 13:56:17,algorithm_state.pkl
251,-9.0,11.494444444444444,23.4,31.793650793650794,2024-11-26 14:16:54,algorithm_state.pkl
252,-7.0,15.253846153846155,22.4,37.96153846153846,2024-11-26 14:33:17,algorithm_state.pkl
253,-8.8,13.471929824561403,22.7,35.526315789473685,2024-11-26 14:52:14,algorithm_state.pkl
254,-10.0,11.755714285714287,25.7,28.42142857142857,2024-11-26 15:08:33,algorithm_state.pkl
255,-9.0,12.946511627906975,22.2,31.170542635658915,2024-11-26 15:26:10,algorithm_state.pkl
256,-9.5,14.240677966101696,26.5,33.59322033898305,2024-11-26 15:43:47,algorithm_state.pkl
257,-9.0,14.932203389830509,23.9,34.03389830508475,2024-11-26 15:59:55,algorithm_state.pkl
258,-9.5,16.74,23.3,40.79,2024-11-26 16:18:56,algorithm_state.pkl
259,-8.0,15.91142857142857,27.0,38.19047619047619,2024-11-26 16:35:24,algorithm_state.pkl
260,-9.0,17.193,26.7,42.01,2024-11-26 17:14:28,algorithm_state.pkl
