Episode,Reward Min,Reward Mean,Reward Max,Episode Length,Timestamp,Checkpoint
1,-12.5,-8.82921760391198,-3.5,4.8777506112469435,2024-11-12 23:54:04,
2,-11.5,-8.4103591160221,-2.5,5.533149171270718,2024-11-13 00:10:56,
3,-11.5,-7.718095238095238,0.5,7.615238095238095,2024-11-13 00:31:08,
4,-15.5,-6.803713527851459,2.0,10.615384615384615,2024-11-13 00:50:36,
5,-12.5,-5.801253918495298,2.5,12.517241379310345,2024-11-13 01:14:04,
6,-10.4,-4.913978494623656,2.0,14.372759856630825,2024-11-13 01:36:37,
7,-12.2,-4.311304347826087,5.699999999999999,17.391304347826086,2024-11-13 02:01:59,
8,-9.0,-3.059281437125749,12.7,23.91616766467066,2024-11-13 02:31:16,
9,-9.0,-1.982857142857143,15.5,28.557142857142857,2024-11-13 03:04:37,
10,-9.0,1.0544642857142859,17.5,35.61607142857143,2024-11-13 03:38:03,
11,-9.0,3.3696428571428574,24.7,35.705357142857146,2024-11-13 06:50:22,algorithm_state.pkl
12,-9.0,8.820192307692308,25.0,37.81730769230769,2024-11-13 07:21:31,algorithm_state.pkl
13,-9.0,11.417475728155342,25.0,39.271844660194176,2024-11-13 07:52:44,algorithm_state.pkl
14,-9.0,11.24959349593496,22.2,32.47154471544715,2024-11-13 08:20:06,algorithm_state.pkl
15,-9.0,11.563235294117646,23.2,29.301470588235293,2024-11-13 08:46:59,algorithm_state.pkl
16,-8.5,11.64,24.0,29.903703703703705,2024-11-13 09:13:26,algorithm_state.pkl
17,-9.0,12.123239436619718,25.0,28.112676056338028,2024-11-13 09:40:27,algorithm_state.pkl
18,-8.5,13.548529411764704,22.7,29.397058823529413,2024-11-13 10:07:12,algorithm_state.pkl
19,-9.0,13.815436241610739,20.0,26.80536912751678,2024-11-13 10:31:24,algorithm_state.pkl
20,-11.0,13.0,23.0,26.509933774834437,2024-11-13 10:59:42,algorithm_state.pkl
21,-8.5,14.283660130718951,22.5,26.19607843137255,2024-11-13 11:24:14,algorithm_state.pkl
