Episode,Reward Min,Reward Mean,Reward Max,Episode Length,Timestamp,Checkpoint
33,-10.0,9.346017699115043,22.5,35.06194690265487,2024-11-16 18:43:56,algorithm_state.pkl
34,-9.5,6.130894308943089,23.0,32.764227642276424,2024-11-16 18:59:30,algorithm_state.pkl
35,-11.5,8.376978417266187,22.299999999999997,28.73381294964029,2024-11-16 19:18:23,algorithm_state.pkl
36,-12.0,10.934426229508194,20.2,32.9344262295082,2024-11-16 19:35:55,algorithm_state.pkl
37,-9.0,11.253174603174603,22.2,31.603174603174605,2024-11-17 10:24:19,algorithm_state.pkl
38,-10.5,8.984285714285713,25.0,28.714285714285715,2024-11-17 10:47:38,algorithm_state.pkl
39,-7.5,6.107482993197278,26.0,27.258503401360546,2024-11-17 11:10:13,algorithm_state.pkl
40,-11.5,2.4956043956043956,20.0,21.98901098901099,2024-11-17 11:43:36,algorithm_state.pkl
41,-12.0,3.153179190751445,25.0,23.09826589595376,2024-11-17 12:04:46,algorithm_state.pkl
42,-9.5,3.1627118644067793,21.0,22.6045197740113,2024-11-17 12:20:14,algorithm_state.pkl
43,-10.5,6.419753086419753,26.5,24.5,2024-11-17 12:39:22,algorithm_state.pkl
44,-11.0,6.96013986013986,22.4,28.06993006993007,2024-11-17 16:39:06,algorithm_state.pkl
45,-10.0,7.25,24.5,30.439393939393938,2024-11-17 17:00:34,algorithm_state.pkl
46,-9.0,9.606299212598426,27.5,31.46456692913386,2024-11-17 17:26:20,algorithm_state.pkl
47,-9.0,10.05084745762712,21.5,33.59322033898305,2024-11-17 18:14:56,algorithm_state.pkl
48,-10.5,10.861344537815127,20.7,33.69747899159664,2024-11-17 18:40:16,algorithm_state.pkl
49,-9.5,13.713274336283185,23.0,35.65486725663717,2024-11-17 18:59:30,algorithm_state.pkl
50,-11.0,12.312962962962965,21.0,36.5462962962963,2024-11-17 19:17:05,algorithm_state.pkl
51,-9.0,13.100862068965517,22.2,34.793103448275865,2024-11-17 19:35:04,algorithm_state.pkl
52,-9.0,14.253097345132744,27.2,35.27433628318584,2024-11-17 19:53:26,algorithm_state.pkl
53,-9.0,16.004,24.0,40.47,2024-11-17 20:11:48,algorithm_state.pkl
54,-9.5,14.959000000000001,22.5,40.96,2024-11-17 20:31:46,algorithm_state.pkl
55,-7.5,14.366346153846154,22.7,38.36538461538461,2024-11-17 20:51:07,algorithm_state.pkl
56,-9.0,13.600990099009898,26.2,39.71287128712871,2024-11-17 21:37:50,algorithm_state.pkl
57,-9.0,13.051724137931034,23.9,34.38793103448276,2024-11-17 22:03:44,algorithm_state.pkl
58,-9.0,13.825999999999999,25.7,40.62,2024-11-17 22:29:30,algorithm_state.pkl
59,-11.0,15.256603773584906,26.2,38.028301886792455,2024-11-17 22:55:47,algorithm_state.pkl
60,-9.0,16.383333333333333,22.5,38.970588235294116,2024-11-17 23:14:12,algorithm_state.pkl
61,-8.0,14.202,24.5,43.52,2024-11-17 23:34:15,algorithm_state.pkl
62,-9.0,16.262,26.2,48.14,2024-11-17 23:57:14,algorithm_state.pkl
63,-10.5,16.21,25.7,47.34,2024-11-18 00:18:38,algorithm_state.pkl
64,-9.0,17.108999999999998,26.7,45.95,2024-11-18 00:44:39,algorithm_state.pkl
