Flow ID,Start Edge ID,End Edge ID,Flow Length,Start From Lat,Start From Lon,Start To Lat,Start To Lon,End From Lat,End From Lon,End To Lat,End To Lon,Random_const,Gamma,Gamma_agg,Gamma_norm,Start Count,End Count
1_1,-25654957#1,-30690505#0,26,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.0973344462996,16.866292287099714,41.097319579520544,16.86669277659945,0.8937109552598861,0.03437349827922639,1.0233671122594072,0.03358862901440715,16.0,0.0
1_2,-25654957#1,-30690563#0,26,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.09685642664094,16.863488115976995,41.09670645262663,16.863482566280805,0.6754182103238635,0.02597762347399475,1.0233671122594072,0.025384461903061272,16.0,0.0
1_3,-25654957#1,-48563889,25,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.0981869982295,16.86245265616856,41.09789524873281,16.86194002501164,0.7840173555070722,0.03136069422028289,1.0233671122594072,0.0306446179915282,16.0,0.0
1_4,-25654957#1,1223049032#2,21,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.09900140311453,16.86453218909577,41.098487930276825,16.864507423292036,0.8017171543794601,0.038177007351402864,1.0233671122594072,0.03730529044178,16.0,0.0
1_5,-25654957#1,135067339#2,14,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.10200204108037,16.86087883349133,41.102498290143565,16.860899276440428,0.8341353195412876,0.059581094252949114,1.0233671122594072,0.05822064588474508,16.0,0.0
1_6,-25654957#1,151503390#1,28,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.09720839325397,16.862527405085252,41.09738830286481,16.86255332618103,0.7176275737199413,0.02562955620428362,1.0233671122594072,0.02504434224752274,16.0,0.0
1_7,-25654957#1,25654957#1,2,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.10078723952925,16.86923766102467,41.10163426180409,16.86933420384833,0.6382435108887989,0.31912175544439947,1.0233671122594072,0.31183507034913116,16.0,0.0
1_8,-25654957#1,25748726#4,23,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.09886110613235,16.860758953538713,41.09884523887303,16.861517955266983,0.776984137648429,0.03378191902819257,1.0233671122594072,0.03301055762248239,16.0,0.0
1_9,-25654957#1,25748820#3,16,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.09927860559117,16.865519653414392,41.09925612994945,16.864799452865125,0.747836452756441,0.04673977829727756,1.0233671122594072,0.04567254286107034,16.0,0.0
1_10,-25654957#1,30671462#5,14,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.099072351157446,16.866752896365707,41.09910222740107,16.8672992193472,0.9498745775775018,0.06784818411267869,1.0233671122594072,0.0662989686691048,16.0,0.0
1_11,-25654957#1,30690502#2,27,41.10163426180409,16.86933420384833,41.10078723952925,16.86923766102467,41.09634224775083,16.86572147902634,41.09628283259864,16.865635972974,0.6246201903014571,0.023134081122276186,1.0233671122594072,0.02260584774040703,16.0,0.0
