flow_id,start_point_lat,start_point_lon,via_point_1_lat,via_point_1_lon,via_point_2_lat,via_point_2_lon,end_point_lat,end_point_lon
flow_6_0,41.0997800968384,16.87658423938435,41.09987548076815,16.876551351817184,41.09286038235422,16.869290772673683,41.09303865127324,16.867774205468272
flow_6_1,41.0997800968384,16.87658423938435,41.09987548076815,16.876551351817184,41.10055488753444,16.871492806882504,41.10052889860115,16.872626270373804
flow_6_2,41.0997800968384,16.87658423938435,41.09987548076815,16.876551351817184,41.10094139299052,16.8777522285218,41.10106339499217,16.87820819789415
flow_6_3,41.0997800968384,16.87658423938435,41.09987548076815,16.876551351817184,41.10094460424349,16.876328159376932,41.10140722536913,16.87622308620474
flow_6_4,41.0997800968384,16.87658423938435,41.09987548076815,16.876551351817184,41.09987548076815,16.876551351817184,41.0997800968384,16.87658423938435
flow_6_5,41.0997800968384,16.87658423938435,41.09987548076815,16.876551351817184,41.095606823823886,16.878150943377637,41.0963865057696,16.882438199943337
flow_6_6,41.0997800968384,16.87658423938435,41.09987548076815,16.876551351817184,41.09297156841768,16.87360732576134,41.09177370683735,16.873571853706075
flow_6_7,41.0997800968384,16.87658423938435,41.09987548076815,16.876551351817184,41.09216852441467,16.870167328657836,41.09061326405001,16.869886641915734
flow_6_8,41.0997800968384,16.87658423938435,41.09987548076815,16.876551351817184,41.10066513671256,16.870034392251156,41.10054785686157,16.871143832716907
flow_6_9,41.0997800968384,16.87658423938435,41.09987548076815,16.876551351817184,41.09987548076815,16.876551351817184,41.098984441526575,16.878481406027163
flow_6_10,41.0963865057696,16.882438199943337,41.095606823823886,16.878150943377637,41.09286038235422,16.869290772673683,41.09303865127324,16.867774205468272
flow_6_11,41.0963865057696,16.882438199943337,41.095606823823886,16.878150943377637,41.10055488753444,16.871492806882504,41.10052889860115,16.872626270373804
flow_6_12,41.0963865057696,16.882438199943337,41.095606823823886,16.878150943377637,41.10094139299052,16.8777522285218,41.10106339499217,16.87820819789415
flow_6_13,41.0963865057696,16.882438199943337,41.095606823823886,16.878150943377637,41.10094460424349,16.876328159376932,41.10140722536913,16.87622308620474
flow_6_14,41.0963865057696,16.882438199943337,41.095606823823886,16.878150943377637,41.09987548076815,16.876551351817184,41.0997800968384,16.87658423938435
flow_6_15,41.0963865057696,16.882438199943337,41.095606823823886,16.878150943377637,41.095606823823886,16.878150943377637,41.0963865057696,16.882438199943337
flow_6_16,41.0963865057696,16.882438199943337,41.095606823823886,16.878150943377637,41.09297156841768,16.87360732576134,41.09177370683735,16.873571853706075
flow_6_17,41.0963865057696,16.882438199943337,41.095606823823886,16.878150943377637,41.09216852441467,16.870167328657836,41.09061326405001,16.869886641915734
flow_6_18,41.0963865057696,16.882438199943337,41.095606823823886,16.878150943377637,41.10066513671256,16.870034392251156,41.10054785686157,16.871143832716907
flow_6_19,41.0963865057696,16.882438199943337,41.095606823823886,16.878150943377637,41.09987548076815,16.876551351817184,41.098984441526575,16.878481406027163
flow_6_20,41.09061326405001,16.869886641915734,41.09216852441467,16.870167328657836,41.09286038235422,16.869290772673683,41.09303865127324,16.867774205468272
flow_6_21,41.09061326405001,16.869886641915734,41.09216852441467,16.870167328657836,41.10055488753444,16.871492806882504,41.10052889860115,16.872626270373804
flow_6_22,41.09061326405001,16.869886641915734,41.09216852441467,16.870167328657836,41.10094139299052,16.8777522285218,41.10106339499217,16.87820819789415
flow_6_23,41.09061326405001,16.869886641915734,41.09216852441467,16.870167328657836,41.10094460424349,16.876328159376932,41.10140722536913,16.87622308620474
flow_6_24,41.09061326405001,16.869886641915734,41.09216852441467,16.870167328657836,41.09987548076815,16.876551351817184,41.0997800968384,16.87658423938435
flow_6_25,41.09061326405001,16.869886641915734,41.09216852441467,16.870167328657836,41.095606823823886,16.878150943377637,41.0963865057696,16.882438199943337
flow_6_26,41.09061326405001,16.869886641915734,41.09216852441467,16.870167328657836,41.09297156841768,16.87360732576134,41.09177370683735,16.873571853706075
flow_6_27,41.09061326405001,16.869886641915734,41.09216852441467,16.870167328657836,41.09216852441467,16.870167328657836,41.09061326405001,16.869886641915734
flow_6_28,41.09061326405001,16.869886641915734,41.09216852441467,16.870167328657836,41.10066513671256,16.870034392251156,41.10054785686157,16.871143832716907
flow_6_29,41.09061326405001,16.869886641915734,41.09216852441467,16.870167328657836,41.09987548076815,16.876551351817184,41.098984441526575,16.878481406027163
flow_6_30,41.098984441526575,16.878481406027163,41.09987548076815,16.876551351817184,41.09286038235422,16.869290772673683,41.09303865127324,16.867774205468272
flow_6_31,41.098984441526575,16.878481406027163,41.09987548076815,16.876551351817184,41.10055488753444,16.871492806882504,41.10052889860115,16.872626270373804
flow_6_32,41.098984441526575,16.878481406027163,41.09987548076815,16.876551351817184,41.10094139299052,16.8777522285218,41.10106339499217,16.87820819789415
flow_6_33,41.098984441526575,16.878481406027163,41.09987548076815,16.876551351817184,41.10094460424349,16.876328159376932,41.10140722536913,16.87622308620474
flow_6_34,41.098984441526575,16.878481406027163,41.09987548076815,16.876551351817184,41.09987548076815,16.876551351817184,41.0997800968384,16.87658423938435
